CustomerKey,Full Name,Gender,DateFirstPurchase,Customer City
12429,Melvin Black,Male,05-03-2020,Concord
13017,Xavier Alexander,Male,19-08-2020,Concord
13060,Eugene Zhu,Male,04-01-2019,Concord
13167,Mario Tang,Male,06-11-2020,Concord
13219,Rafael Shan,Male,05-10-2020,Concord
13365,Luke Shan,Male,11-09-2020,Concord
13376,Jerry Rai,Male,26-09-2020,Concord
13873,Russell Jai,Male,05-08-2019,Concord
13902,Jeremiah Simmons,Male,12-07-2020,Concord
13921,Joseph Jones,Male,04-10-2020,Concord
14250,Adam Collins,Male,30-08-2020,Concord
14368,Richard Thompson,Male,14-01-2021,Concord
14383,Marvin Ferrier,Male,11-08-2020,Concord
14562,Bryce Stewart,Male,19-05-2020,Concord
14601,Nicolas Rai,Male,29-04-2018,Concord
14653,Troy Fernandez,Male,25-07-2018,Concord
14919,Erik Torres,Male,30-04-2020,Concord
15156,Dylan Foster,Male,26-03-2020,Concord
15177,Jorge Lu,Male,25-11-2020,Concord
15195,Edwin Huang,Male,10-01-2019,Concord
15433,Adam Sharma,Male,05-06-2019,Concord
15858,Jonathan Parker,Male,22-07-2020,Concord
16061,Miguel Butler,Male,12-08-2020,Concord
16371,Caleb Diaz,Male,15-06-2020,Concord
16768,Eduardo Barnes,Male,20-01-2021,Concord
16843,Jimmy Ramos,Male,27-10-2020,Concord
16901,Ricky Munoz,Male,25-09-2020,Concord
16984,Rodney Moreno,Male,15-05-2020,Concord
17455,Dylan Hayes,Male,02-05-2020,Concord
17525,Adam Wright,Male,18-08-2020,Concord
17555,William Smith,Male,29-10-2020,Concord
17562,Zachary Sharma,Male,21-06-2020,Concord
18328,Alvin Rai,Male,09-10-2020,Concord
18556,Ruben Perez,Male,28-10-2020,Concord
18866,Miguel Scott,Male,12-12-2020,Concord
19242,Devin Baker,Male,28-04-2020,Concord
19671,Michael Davis,Male,26-03-2020,Concord
19747,Louis Rai,Male,28-02-2020,Concord
19825,Gilbert Ferrier,Male,16-06-2020,Concord
20074,Preston Madan,Male,16-10-2020,Concord
20090,Blake Edwards,Male,28-11-2020,Concord
20336,Ian Young,Male,15-12-2020,Concord
20647,Jared Bailey,Male,13-08-2020,Concord
20672,Fernando Ross,Male,06-05-2020,Concord
20755,Alex Lopez,Male,17-08-2020,Concord
21341,Louis Liu,Male,07-01-2021,Concord
21433,Gerald Martinez,Male,19-08-2020,Concord
21449,Devon Raheem,Male,19-05-2020,Concord
21454,Alvin Goldstein,Male,29-10-2020,Concord
21643,Wyatt Diaz,Male,25-11-2020,Concord
21649,Keith Nara,Male,18-02-2020,Concord
21779,Maurice Black,Male,19-12-2020,Concord
21780,Pedro Gonzalez,Male,06-04-2020,Concord
22077,Marvin Rubio,Male,06-04-2020,Concord
22139,Jaime Pal,Male,12-05-2020,Concord
22269,Caleb Yang,Male,23-07-2020,Concord
22330,Jose Walker,Male,28-01-2020,Concord
22355,Logan Jones,Male,04-06-2020,Concord
22719,Jesse Brooks,Male,18-07-2020,Concord
22744,Edward Wright,Male,30-09-2020,Concord
23210,Timothy Gray,Male,22-10-2020,Concord
23580,Ryan Jones,Male,25-02-2020,Concord
23789,Ryan Walker,Male,24-09-2020,Concord
23837,Jonathan Li,Male,17-11-2020,Concord
24288,Pedro Gomez,Male,06-10-2020,Concord
24348,Ruben Gomez,Male,14-04-2020,Concord
24422,Thomas Lal,Male,21-04-2020,Concord
24430,Dalton Long,Male,29-05-2020,Concord
24749,Marshall Guo,Male,24-09-2020,Concord
24813,Armando Schmidt,Male,13-04-2020,Concord
24935,James Hayes,Male,06-09-2020,Concord
24940,Fernando Martin,Male,28-01-2020,Concord
25091,Jessie Zeng,Male,07-04-2020,Concord
25105,Warren Nara,Male,04-05-2020,Concord
25277,Jermaine Fernandez,Male,15-10-2020,Concord
25382,Richard Hughes,Male,30-03-2020,Concord
25409,Theodore Gutierrez,Male,18-06-2020,Concord
25434,Gabriel Hill,Male,16-04-2020,Concord
25440,Andre Gonzalez,Male,27-12-2020,Concord
25953,Hunter Butler,Male,28-03-2020,Concord
26048,Brad Oliver,Male,25-07-2020,Concord
26171,Randall Ruiz,Male,05-06-2020,Concord
27080,Nathan Campbell,Male,09-09-2019,Concord
27238,Jesse Hernandez,Male,14-11-2020,Concord
27258,Christian Flores,Male,02-11-2019,Concord
27383,Jay Hernandez,Male,23-01-2021,Concord
27651,Jeremy Murphy,Male,25-01-2018,Concord
27660,Gerald Carlson,Male,24-12-2020,Concord
28042,Joseph Brown,Male,12-02-2018,Concord
28044,Jimmy Navarro,Male,16-02-2018,Concord
28288,Marco Srini,Male,27-04-2018,Concord
28865,Alex Reed,Male,14-06-2020,Concord
29172,Arturo Carson,Male,24-12-2020,Concord
29283,Jeff Smith,Male,01-06-2020,Concord
11233,Todd Li,Male,08-02-2020,Berkeley
11283,Arturo Lal,Male,29-05-2020,Berkeley
11974,Randy Sun,Male,30-10-2020,Berkeley
12119,Keith Raje,Male,05-05-2020,Berkeley
12186,Bryant Srini,Male,25-12-2018,Berkeley
12441,Trevor Simmons,Male,03-12-2018,Berkeley
12529,Isaiah Allen,Male,19-01-2021,Berkeley
12910,Robert Brown,Male,06-10-2020,Berkeley
13176,Kurt Chander,Male,28-01-2019,Berkeley
13225,Jésus Suarez,Male,09-01-2019,Berkeley
13863,Kevin Long,Male,08-09-2020,Berkeley
13949,Dwayne Ramos,Male,25-12-2019,Berkeley
14364,Mario Rai,Male,13-08-2019,Berkeley
14382,Darren Blanco,Male,02-09-2019,Berkeley
14488,Connor Hughes,Male,09-10-2020,Berkeley
14733,Clarence Raji,Male,01-08-2018,Berkeley
15010,Cory Suri,Male,23-12-2020,Berkeley
15199,Joe Jordan,Male,01-01-2019,Berkeley
15281,Hunter Anderson,Male,20-03-2020,Berkeley
15405,Miguel Ross,Male,29-04-2020,Berkeley
15431,John Jackson,Male,26-04-2020,Berkeley
15539,Raul Goel,Male,13-10-2020,Berkeley
15861,Damien Zhao,Male,01-02-2020,Berkeley
15877,Jordan Perez,Male,26-12-2020,Berkeley
16063,Francisco Kapoor,Male,19-07-2020,Berkeley
16087,Micah Chen,Male,14-10-2020,Berkeley
16112,Frank Munoz,Male,01-10-2020,Berkeley
16222,Brandon Anderson,Male,14-02-2020,Berkeley
17163,Edward Adams,Male,27-06-2020,Berkeley
17173,David Bryant,Male,12-11-2020,Berkeley
17380,Nathan Adams,Male,12-03-2020,Berkeley
17393,Jordan Sharma,Male,15-11-2020,Berkeley
17416,Raymond Suri,Male,29-10-2020,Berkeley
17469,Ian Perez,Male,05-11-2020,Berkeley
17591,Spencer Hughes,Male,27-11-2020,Berkeley
17660,Seth Young,Male,07-08-2020,Berkeley
17681,Robert Carter,Male,16-09-2020,Berkeley
18327,Jon Sharma,Male,28-03-2020,Berkeley
18848,Christian Harris,Male,13-12-2020,Berkeley
18877,Evan Hall,Male,08-05-2020,Berkeley
18993,Kevin Ross,Male,08-12-2020,Berkeley
19226,Neil Carlson,Male,23-01-2021,Berkeley
19665,Eduardo Gonzales,Male,08-11-2020,Berkeley
19767,Ross Serrano,Male,07-10-2020,Berkeley
19837,Philip Jimenez,Male,20-09-2020,Berkeley
20191,Chad Rai,Male,28-06-2020,Berkeley
20271,Barry Fernandez,Male,17-07-2020,Berkeley
20671,Ronald Sanchez,Male,19-04-2020,Berkeley
21269,Blake Clark,Male,06-10-2020,Berkeley
21694,Bobby Sai,Male,14-09-2020,Berkeley
21695,Ethan Rodriguez,Male,27-11-2020,Berkeley
22049,Allen Patel,Male,05-05-2020,Berkeley
22053,Jaime Goel,Male,06-10-2020,Berkeley
22054,Russell Raji,Male,12-04-2020,Berkeley
22083,David Flores,Male,27-08-2020,Berkeley
22145,Eduardo Kelly,Male,22-03-2020,Berkeley
22261,Isaac Allen,Male,28-12-2019,Berkeley
22291,Carlos Morris,Male,31-05-2020,Berkeley
22718,Zachary Simmons,Male,28-07-2020,Berkeley
22756,Jon Nath,Male,01-05-2020,Berkeley
22779,Lance Ruiz,Male,14-01-2021,Berkeley
22862,Derrick Navarro,Male,28-07-2020,Berkeley
23011,Isaiah Rivera,Male,30-06-2020,Berkeley
23135,Dylan Clark,Male,27-08-2020,Berkeley
23239,Curtis Wu,Male,14-07-2020,Berkeley
23355,Lance Serrano,Male,07-08-2020,Berkeley
23399,Keith Pal,Male,29-08-2020,Berkeley
23453,Maurice Deng,Male,09-10-2020,Berkeley
23787,Adrian Ward,Male,25-03-2020,Berkeley
24225,Jeffery Yang,Male,04-08-2020,Berkeley
24238,Sean Richardson,Male,19-12-2020,Berkeley
24942,Steven James,Male,29-10-2020,Berkeley
25082,William Martinez,Male,11-10-2020,Berkeley
25083,Omar Gao,Male,08-11-2020,Berkeley
25168,Micheal Hernandez,Male,23-08-2020,Berkeley
25836,Jaime Luo,Male,09-10-2020,Berkeley
26016,Fernando King,Male,17-10-2018,Berkeley
26114,Isaac Peterson,Male,12-12-2018,Berkeley
26234,Antonio Perry,Male,11-01-2019,Berkeley
26268,Jonathon Romero,Male,04-05-2020,Berkeley
26684,Dustin Andersen,Male,12-06-2019,Berkeley
26689,Arthur Gill,Male,05-08-2020,Berkeley
26792,Casey Torres,Male,31-03-2020,Berkeley
27059,Hunter Perry,Male,25-02-2020,Berkeley
27458,Roger Liang,Male,02-07-2020,Berkeley
27477,Hunter Wright,Male,30-06-2020,Berkeley
27508,James Edwards,Male,14-12-2019,Berkeley
27995,Carlos Stewart,Male,02-03-2020,Berkeley
28071,Trevor Ross,Male,08-02-2018,Berkeley
28084,Cameron McDonald,Male,06-09-2020,Berkeley
28158,Clarence Luo,Male,10-03-2018,Berkeley
28296,Thomas Butler,Male,11-04-2018,Berkeley
28829,Robert Bryant,Male,31-05-2018,Berkeley
28873,Roger Deng,Male,21-01-2021,Berkeley
29048,William Harris,Male,10-06-2018,Berkeley
29166,Jaime Hernandez,Male,13-07-2018,Berkeley
11023,Seth Edwards,Male,17-02-2020,Bellflower
12029,Damien Hu,Male,02-08-2020,Bellflower
12786,James Yang,Male,11-11-2020,Bellflower
12887,Brendan Pal,Male,20-10-2020,Bellflower
12947,Isaiah Sanchez,Male,30-12-2018,Bellflower
13316,Angel Rivera,Male,24-02-2019,Bellflower
13737,Garrett Sanders,Male,01-07-2020,Bellflower
13862,Andrew Walker,Male,23-07-2019,Bellflower
13879,Derrick Hernandez,Male,08-09-2020,Bellflower
13927,Gabriel Gonzales,Male,19-11-2019,Bellflower
13938,Alejandro Cai,Male,27-11-2019,Bellflower
14440,Jon Tang,Male,30-10-2019,Bellflower
14441,William Lewis,Male,23-04-2020,Bellflower
14560,Kelvin Huang,Male,05-01-2018,Bellflower
14730,Jerry Ferrier,Male,26-08-2018,Bellflower
15946,Wyatt Wilson,Male,22-04-2020,Bellflower
15953,Julio Moreno,Male,05-12-2019,Bellflower
15954,Marshall Deng,Male,16-12-2019,Bellflower
16081,Arturo Cai,Male,26-10-2020,Bellflower
16086,Charles Watson,Male,28-10-2020,Bellflower
16230,Craig Blanco,Male,18-12-2020,Bellflower
16244,Gregory Kumar,Male,14-10-2020,Bellflower
16851,Kevin Hayes,Male,23-10-2020,Bellflower
17335,Miguel Gonzales,Male,23-04-2020,Bellflower
17547,Alejandro Yuan,Male,13-07-2020,Bellflower
17605,Jon Ma,Male,18-04-2020,Bellflower
17676,Eugene Yang,Male,01-06-2020,Bellflower
17678,Julio Blanco,Male,01-09-2020,Bellflower
18094,Roy Alonso,Male,19-02-2020,Bellflower
18106,Carson Alexander,Male,21-04-2020,Bellflower
18478,Eduardo Roberts,Male,07-12-2020,Bellflower
18519,Alex Cook,Male,07-12-2020,Bellflower
18680,David Shan,Male,03-11-2020,Bellflower
18786,Dustin Chande,Male,03-04-2020,Bellflower
18823,Russell Xu,Male,06-06-2020,Bellflower
18831,Andy Hernandez,Male,26-12-2020,Bellflower
18942,Billy Ortega,Male,15-07-2020,Bellflower
19144,Edwin He,Male,21-05-2020,Bellflower
19216,Gabriel Lopez,Male,29-04-2020,Bellflower
19732,Kyle Hill,Male,02-05-2020,Bellflower
19849,Jorge Wu,Male,23-04-2020,Bellflower
19983,Michael Martinez,Male,22-04-2020,Bellflower
20305,Caleb Ross,Male,06-10-2020,Bellflower
20334,Jeremiah Mitchell,Male,13-02-2020,Bellflower
20525,James Kumar,Male,10-07-2020,Bellflower
20751,Jermaine Arthur,Male,13-12-2020,Bellflower
20768,Marshall Nara,Male,19-09-2020,Bellflower
21151,Aaron Campbell,Male,10-09-2020,Bellflower
21163,William Williams,Male,28-01-2021,Bellflower
21766,Jesse Baker,Male,10-03-2020,Bellflower
22052,Zachary Butler,Male,09-02-2020,Bellflower
22075,Pedro Patel,Male,27-09-2020,Bellflower
22289,Thomas Long,Male,06-02-2020,Bellflower
22873,Robert Williams,Male,21-07-2020,Bellflower
22980,Oscar Washington,Male,05-02-2020,Bellflower
23066,Austin Lal,Male,03-05-2020,Bellflower
23190,Nathaniel Ramirez,Male,26-11-2020,Bellflower
23256,Mario Chande,Male,20-09-2020,Bellflower
23276,Vincent Zhou,Male,11-07-2020,Bellflower
23354,Eddie Gomez,Male,28-02-2020,Bellflower
23398,Karl Chander,Male,18-09-2020,Bellflower
23823,Samuel Davis,Male,18-05-2020,Bellflower
24387,Elijah Mitchell,Male,25-12-2020,Bellflower
24401,Douglas Rana,Male,30-07-2020,Bellflower
24447,Cody Morgan,Male,05-03-2020,Bellflower
25264,Wyatt Bryant,Male,22-10-2020,Bellflower
25419,Hunter King,Male,24-06-2020,Bellflower
25987,Hunter Kumar,Male,10-08-2018,Bellflower
26070,Elijah Patterson,Male,20-11-2018,Bellflower
26089,Terry Rai,Male,10-11-2018,Bellflower
26090,Mathew Moreno,Male,02-11-2018,Bellflower
26183,Allen Arthur,Male,24-01-2019,Bellflower
26303,Devon Pal,Male,24-02-2019,Bellflower
26334,Ross Blanco,Male,28-09-2020,Bellflower
26484,Fernando Patterson,Male,28-04-2019,Bellflower
26538,Warren Black,Male,19-05-2019,Bellflower
26641,Arturo Xie,Male,05-06-2019,Bellflower
27054,Shawn Sharma,Male,31-07-2019,Bellflower
27104,Randy Zhu,Male,05-09-2019,Bellflower
27438,Alejandro Shan,Male,21-05-2020,Bellflower
27462,Xavier Rodriguez,Male,05-11-2020,Bellflower
28038,Philip Gomez,Male,01-02-2018,Bellflower
28059,Bradley Shen,Male,23-07-2020,Bellflower
28088,Marshall Lal,Male,06-03-2018,Bellflower
28147,Omar Black,Male,30-03-2018,Bellflower
28234,Jack Nelson,Male,10-04-2018,Bellflower
28250,Tyrone Dominguez,Male,09-04-2018,Bellflower
28635,Levi Gonzalez,Male,17-05-2018,Bellflower
28983,Sean Lopez,Male,11-08-2020,Bellflower
29050,Jack Russell,Male,10-12-2020,Bellflower
29112,Edward Powell,Male,11-05-2020,Bellflower
29243,Jared Torres,Male,25-10-2020,Bellflower
29272,Alex King,Male,26-08-2020,Bellflower
29273,Timothy Lopez,Male,26-08-2020,Bellflower
11231,Dennis Zhang,Male,10-02-2020,Bremerton
11798,Brendan Chande,Male,15-10-2018,Bremerton
11810,Antonio Washington,Male,20-10-2018,Bremerton
11958,Dylan Lal,Male,16-06-2020,Bremerton
12365,Alex Evans,Male,01-04-2020,Bremerton
12454,Samuel Griffin,Male,08-04-2020,Bremerton
12792,Blake White,Male,06-01-2021,Bremerton
12796,Jason Zhang,Male,04-04-2020,Bremerton
13085,Daniel Harris,Male,01-01-2019,Bremerton
13384,Mario Ashe,Male,04-02-2019,Bremerton
13449,Jerome Diaz,Male,12-03-2019,Bremerton
13735,Dennis Guo,Male,03-06-2019,Bremerton
13742,Benjamin Ross,Male,21-07-2019,Bremerton
13744,Alvin Andersen,Male,28-07-2019,Bremerton
13750,Raymond Sai,Male,08-06-2020,Bremerton
13976,Emmanuel Smith,Male,24-12-2019,Bremerton
14121,Devon Goel,Male,29-05-2019,Bremerton
14242,Rafael Ye,Male,12-06-2019,Bremerton
14280,Isaac Oliver,Male,20-04-2020,Bremerton
14333,Bobby Suri,Male,27-11-2020,Bremerton
14361,Franklin Raje,Male,06-01-2021,Bremerton
14453,Jesse Scott,Male,04-11-2019,Bremerton
14608,Warren Gao,Male,21-04-2020,Bremerton
14613,Glenn Huang,Male,28-04-2018,Bremerton
14881,Eric Griffin,Male,02-11-2018,Bremerton
15257,Matthew Anderson,Male,03-02-2020,Bremerton
15372,Miguel Alexander,Male,29-05-2019,Bremerton
15550,Orlando Alonso,Male,29-11-2020,Bremerton
15779,Jackson Hayes,Male,21-05-2020,Bremerton
15944,Damien Lu,Male,05-11-2019,Bremerton
15976,Kristopher Patel,Male,09-12-2019,Bremerton
16004,Joe Martinez,Male,11-09-2020,Bremerton
16136,George Srini,Male,27-11-2020,Bremerton
16211,Jesse Roberts,Male,02-12-2020,Bremerton
16353,Alejandro Xu,Male,09-06-2020,Bremerton
17160,Louis Andersen,Male,12-11-2020,Bremerton
17167,Thomas Jenkins,Male,16-06-2020,Bremerton
17274,Arturo Lu,Male,07-05-2020,Bremerton
17452,Mitchell Nath,Male,23-11-2020,Bremerton
17587,Curtis Liang,Male,04-11-2020,Bremerton
18653,Emmanuel Madan,Male,05-09-2020,Bremerton
18690,Carlos Rivera,Male,17-10-2020,Bremerton
18802,Mario Shen,Male,26-11-2020,Bremerton
18803,Cedric Zheng,Male,06-12-2020,Bremerton
18872,Miguel Severino,Male,20-10-2020,Bremerton
18991,Evan Cook,Male,01-12-2020,Bremerton
19157,Eduardo Thompson,Male,26-12-2020,Bremerton
19803,Jermaine Mehta,Male,24-10-2020,Bremerton
19848,Bryant Malhotra,Male,20-12-2020,Bremerton
19875,Patrick James,Male,24-04-2020,Bremerton
20390,Ross Ramos,Male,25-08-2020,Bremerton
20664,Isaiah Watson,Male,18-03-2020,Bremerton
20775,Bruce Alonso,Male,12-01-2021,Bremerton
21647,Blake Brown,Male,10-02-2020,Bremerton
22183,Benjamin Jones,Male,17-10-2020,Bremerton
22218,Christian Bryant,Male,24-12-2020,Bremerton
23187,Andy Munoz,Male,18-09-2020,Bremerton
23240,Phillip Chapman,Male,26-09-2020,Bremerton
23241,Armando Torres,Male,13-06-2020,Bremerton
23242,Andrew Garcia,Male,19-07-2020,Bremerton
23341,Kelvin Chen,Male,08-10-2020,Bremerton
23387,Xavier Perry,Male,09-06-2020,Bremerton
23403,Justin Powell,Male,21-09-2020,Bremerton
23667,Harold Arun,Male,22-12-2020,Bremerton
23671,Fernando Thomas,Male,26-09-2020,Bremerton
24259,Gavin Price,Male,08-01-2021,Bremerton
24490,Dwayne Suarez,Male,18-09-2020,Bremerton
24797,Dylan Flores,Male,08-10-2020,Bremerton
25004,Samuel Thomas,Male,21-01-2021,Bremerton
25189,Aidan Hayes,Male,01-01-2021,Bremerton
26050,Clarence Ye,Male,02-10-2018,Bremerton
26184,Louis Lal,Male,07-04-2020,Bremerton
26293,Casey Carlson,Male,29-01-2019,Bremerton
26347,Alvin Raji,Male,22-10-2020,Bremerton
27034,Corey Nara,Male,05-09-2020,Bremerton
27197,Isaiah Bell,Male,26-05-2020,Bremerton
27254,Theodore Jimenez,Male,20-10-2019,Bremerton
27374,Robert Phillips,Male,16-11-2020,Bremerton
28017,Christopher Martin,Male,11-02-2018,Bremerton
28052,Franklin Li,Male,04-11-2020,Bremerton
28148,Jon Zhao,Male,19-03-2018,Bremerton
28278,Jaime Becker,Male,06-05-2020,Bremerton
28279,Spencer Simmons,Male,10-05-2020,Bremerton
28291,David Miller,Male,14-09-2020,Bremerton
28666,Kelvin Zhu,Male,08-05-2018,Bremerton
28678,Ben Adams,Male,24-05-2018,Bremerton
29031,Brandon Chen,Male,10-11-2020,Bremerton
29223,Angel Phillips,Male,28-07-2018,Bremerton
29325,Cameron Thomas,Male,18-08-2020,Bremerton
29327,Allen Chandra,Male,09-07-2020,Bremerton
11267,David Diaz,Male,17-09-2018,Burlingame
11706,Blake Perez,Male,08-03-2020,Burlingame
11855,Christian Walker,Male,27-04-2020,Burlingame
11885,Kurt Sharma,Male,28-10-2018,Burlingame
12911,Sebastian Rogers,Male,06-01-2021,Burlingame
12981,Joe Sanz,Male,20-01-2019,Burlingame
13194,Kevin Carter,Male,19-09-2020,Burlingame
13374,Marco Martinez,Male,13-10-2020,Burlingame
13388,Marshall Shen,Male,05-03-2020,Burlingame
13439,Arturo Lin,Male,18-05-2020,Burlingame
13749,Julio Alonso,Male,24-06-2020,Burlingame
13992,Gregory Xie,Male,04-01-2019,Burlingame
13993,Zachary Patterson,Male,07-01-2019,Burlingame
14373,Ricardo Jai,Male,21-06-2020,Burlingame
14378,Cory Mehta,Male,17-09-2019,Burlingame
14755,Robert Davis,Male,23-10-2018,Burlingame
14889,Drew Kumar,Male,07-10-2020,Burlingame
14899,Rodney Dominguez,Male,13-06-2020,Burlingame
15336,Marco Garcia,Male,20-01-2021,Burlingame
15411,Jay Chandra,Male,03-06-2019,Burlingame
15500,Keith Raji,Male,22-07-2019,Burlingame
15506,Evan Sanders,Male,23-07-2019,Burlingame
15535,Jordan Scott,Male,23-08-2019,Burlingame
15540,Randall Ortega,Male,23-08-2019,Burlingame
15955,Neil Ortega,Male,09-06-2020,Burlingame
16113,Roger Lal,Male,12-10-2020,Burlingame
16228,Rafael Zhu,Male,11-12-2020,Burlingame
16719,Trevor Russell,Male,19-10-2020,Burlingame
16788,Ronnie Gao,Male,15-04-2020,Burlingame
16806,Louis Zhao,Male,07-12-2020,Burlingame
17164,Ryan Clark,Male,15-11-2020,Burlingame
17384,Raymond Prasad,Male,13-06-2020,Burlingame
17607,Frederick Gonzalez,Male,30-08-2020,Burlingame
18351,Alexander Smith,Male,23-11-2020,Burlingame
18354,Alvin Nara,Male,23-04-2020,Burlingame
18434,Clayton Stone,Male,27-12-2020,Burlingame
18504,Angel Adams,Male,09-07-2020,Burlingame
18513,Edwin Xu,Male,05-12-2020,Burlingame
19233,Omar Andersen,Male,09-04-2020,Burlingame
19700,Gabriel Hall,Male,30-08-2020,Burlingame
19814,Blake Washington,Male,03-08-2020,Burlingame
19876,Nathan Edwards,Male,01-07-2020,Burlingame
20030,Alexander Harris,Male,14-05-2020,Burlingame
20099,Devon Xie,Male,01-09-2020,Burlingame
20458,Erick Subram,Male,29-04-2020,Burlingame
20495,Wesley Wang,Male,18-06-2020,Burlingame
20531,James Young,Male,23-11-2020,Burlingame
20681,Walter Moreno,Male,01-02-2020,Burlingame
21686,Albert Ortega,Male,19-07-2020,Burlingame
21747,Derrick Munoz,Male,28-02-2020,Burlingame
22010,Henry Lopez,Male,28-10-2020,Burlingame
22142,Nelson Alonso,Male,27-03-2020,Burlingame
22336,Frank Moreno,Male,26-03-2020,Burlingame
22369,Louis Deng,Male,11-06-2020,Burlingame
22979,Theodore Hernandez,Male,06-11-2020,Burlingame
23004,Raymond Fernandez,Male,30-10-2020,Burlingame
23357,Micah Yang,Male,15-04-2020,Burlingame
23505,Connor Sharma,Male,01-11-2020,Burlingame
23695,Elijah Coleman,Male,06-02-2020,Burlingame
23718,Nelson Blanco,Male,18-10-2020,Burlingame
24404,Bryant Chapman,Male,22-01-2020,Burlingame
24677,Blake Lee,Male,14-05-2020,Burlingame
24683,Shannon Alonso,Male,06-07-2020,Burlingame
24997,Melvin Kumar,Male,19-12-2020,Burlingame
25043,Damien Rai,Male,23-08-2020,Burlingame
25854,Jordan Chen,Male,02-06-2020,Burlingame
26257,Hector Jimenez,Male,03-09-2020,Burlingame
26289,Samuel Simmons,Male,25-06-2020,Burlingame
26477,Joel Rana,Male,08-10-2020,Burlingame
26531,Jeremy Reed,Male,23-05-2020,Burlingame
27077,Robert Henderson,Male,11-08-2019,Burlingame
27105,Sean Perez,Male,03-09-2019,Burlingame
27209,Erick Rodriguez,Male,30-07-2020,Burlingame
27301,Clarence Zhou,Male,24-10-2020,Burlingame
27386,James Garcia,Male,01-08-2020,Burlingame
27510,Cole Bailey,Male,27-10-2020,Burlingame
27750,Carlos Phillips,Male,16-09-2020,Burlingame
28024,Miguel Perry,Male,17-01-2021,Burlingame
28033,Gavin Jenkins,Male,30-10-2020,Burlingame
28061,Kyle Lopez,Male,16-02-2018,Burlingame
28358,Austin Powell,Male,13-10-2020,Burlingame
28645,Martin Fernandez,Male,05-05-2018,Burlingame
28649,Nathan Martinez,Male,24-05-2018,Burlingame
28800,Mason Sanchez,Male,07-11-2020,Burlingame
28975,Walter Gill,Male,06-11-2020,Burlingame
29009,Stanley Arun,Male,14-07-2020,Burlingame
29028,Samuel Parker,Male,11-10-2020,Burlingame
29106,Calvin Beck,Male,26-06-2018,Burlingame
12218,Mitchell Xu,Male,25-05-2019,Berlin
12257,Ross Ruiz,Male,05-12-2020,Berlin
12268,Edwin Shan,Male,16-04-2020,Berlin
12407,Shawn Raji,Male,26-10-2020,Berlin
12481,Victor Diaz,Male,08-03-2020,Berlin
12832,Douglas Prasad,Male,23-03-2020,Berlin
14174,Alberto Diaz,Male,22-02-2020,Berlin
14537,Clayton Cai,Male,07-07-2020,Berlin
14549,Arturo Goel,Male,16-08-2020,Berlin
14703,Clifford Srini,Male,17-02-2020,Berlin
14996,Ross Gill,Male,30-06-2020,Berlin
15065,Alejandro Gao,Male,02-03-2020,Berlin
15443,Francisco Patel,Male,05-02-2020,Berlin
15927,Gilbert Huang,Male,07-03-2019,Berlin
16270,Jerome Hernandez,Male,26-04-2019,Berlin
16389,Arturo Shen,Male,02-05-2019,Berlin
16397,Andy Navarro,Male,31-07-2020,Berlin
16572,Jon Xu,Male,27-07-2019,Berlin
16582,Frank Torres,Male,22-02-2020,Berlin
16824,Randall Munoz,Male,21-07-2019,Berlin
17092,Devon Beck,Male,09-02-2020,Berlin
17103,Franklin Xu,Male,13-08-2019,Berlin
17189,Clarence Goel,Male,09-03-2020,Berlin
17199,Dennis Zhou,Male,10-09-2019,Berlin
17220,Glenn Wang,Male,01-09-2019,Berlin
17738,Nicolas Deng,Male,21-02-2020,Berlin
17777,Armando Alvarez,Male,27-10-2019,Berlin
17788,Jeffery Liu,Male,01-04-2020,Berlin
17824,Mario Pal,Male,28-09-2019,Berlin
17970,Erick Martinez,Male,01-04-2020,Berlin
17994,Bradley Xu,Male,16-02-2020,Berlin
18001,Ross Suri,Male,11-11-2020,Berlin
18017,Kurt Shan,Male,17-02-2020,Berlin
18022,Victor Alvarez,Male,27-02-2020,Berlin
18154,Calvin She,Male,27-05-2020,Berlin
19331,Jessie Hu,Male,28-12-2020,Berlin
19420,Stanley Raman,Male,28-07-2018,Berlin
19934,Neil Blanco,Male,14-05-2020,Berlin
20056,Johnny She,Male,21-11-2020,Berlin
20174,Douglas Gonzalez,Male,16-10-2020,Berlin
20548,Phillip Rodriguez,Male,03-04-2019,Berlin
20835,Ruben Gutierrez,Male,17-07-2019,Berlin
20898,Grant Ferrier,Male,20-10-2020,Berlin
20914,Gilbert Zeng,Male,03-11-2019,Berlin
20981,Craig Romero,Male,06-02-2020,Berlin
21043,Johnathan McDonald,Male,30-08-2020,Berlin
21097,Gary Ruiz,Male,19-08-2020,Berlin
21549,Jerome Ruiz,Male,04-03-2020,Berlin
21661,Terry Champion,Male,27-06-2020,Berlin
21825,Randy Zhou,Male,29-12-2020,Berlin
22380,Brendan Nath,Male,03-04-2020,Berlin
22473,Clifford Patel,Male,22-03-2020,Berlin
22598,Donald Sanchez,Male,26-05-2020,Berlin
22609,Clarence Cai,Male,07-06-2020,Berlin
22610,Brent Chen,Male,04-06-2020,Berlin
22834,Darryl Zhou,Male,06-09-2020,Berlin
23772,Cory Raman,Male,15-07-2020,Berlin
23915,Lawrence Serrano,Male,30-11-2020,Berlin
23953,Shane Mehta,Male,03-05-2020,Berlin
24080,Billy Serrano,Male,28-07-2020,Berlin
24097,Francisco Fernandez,Male,31-12-2020,Berlin
